Place_Id;News_No;News
111;1;liputan Harga BBM Resmi Naik, Pertalite Jadi Rp ., Pertamax Rp ., Solar Rp . Tak hanya di Prambanan, Obama habiskan waktu liburan di Yogyakarta dengan berkunjung ke Puncak Becici. Fokus, Yogyakarta - Presiden Amerika Serikat ke-, Barack Obama mengagumi keindahan arsitektur Candi Prambanan di Yogyakarta. Obama juga sempat menyapa ribuan wisatawan Candi Prambanan. Seperti ditayangkan Fokus Sore Indosiar, Kamis (//), selama kurang lebih satu jam, Obama dan rombongan mengelilingi kompleks candi dan melihat pemugaran Candi Perwara yang berada di bagian sisi utara. Usai berwisata di Candi Prambanan, Barack Obama melanjutkan perjalanan wisatanya ke Bantul, tepatnya di Wisata Alam Puncak Becici. Di kawasan hutan pinus ini, Obama yang datang dengan pengawalan ketat, menyusuri jalan setapak di antara rimbun pepohonan. Puas bertamasya di Puncak Becici, rombongan Barack Obama beristirahat dan makan siang di Resto Bumi Langit Mangunan, Imogiri, Bantul. Kedatangan Barack Obama ini tidak diduga oleh pengelola resto, sehingga tidak ada persiapan khusus. Presiden Amerika Serikat ke- ini rencananya juga akan melanjutkan perjalanan ke Jakarta dan Bogor, Jawa Barat. * BACA BERITA TERKINI LAINNYA DI GOOGLE NEWS Advertisement Advertisement Advertisement
111;2;"TEMPO.CO, Jakarta - Pengelola kawasan wisata Hutan Mangunan di Dlingo, Imogiri Kabupaten Bantul Yogyakarta menuturkan ratusan bus wisata berbagai daerah sempat memadati kawasan wisata itu saat terjadinya kecelakaan maut pada Ahad,  Februari . ""Total kunjungan bus wisata saja pada Minggu kemarin ada  bus, terdiri dari bus besar  unit dan bus medium  unit,"" kata Purwo Harsono, Ketua Koperasi Notowono yang mengelola sejumlah objek wisata Hutan Mangunan, Senin,  Februari . Jika kapasitas bus besar  orang dan bus medium separuhnya, maka wisatawan pengunjung Mangunan yang menggunakan bus wisata sendiri dalam sehari kemarin sekitar  ribu orang tak termasuk wisatawan dengan kendaraan pribadi. Purwo Harsono yang juga akrab disapa Ipung itu mengatakan wisatawan yang menyambangi berbagai objek wisata Hutan Mangunan selama ini memang lebih banyak mengambil waktu akhir pekan antara Jumat, Sabtu dan Ahad. Berbagai objek wisata yang jadi jujugan di Mangunan itu antara lain Pinus Asri, Pinus Pengger, Seribu Batu dan Puncak Becici. Usai kecelakaan maut yang merenggut nyawa  wisatawan asal Sukoharjo Jawa Tengah itu, sampai saat ini belum ada pembatalan kunjungan ke objek wisata itu. Wisatawan yang menjadi korban merupakan rombongan family gathering perusahaan konveksi Sukoharjo dan menggunakan bus besar yang diisi  penumpang, termasuk satu sopir dan dua kondektur. Mereka baru saja keluar dari salah satu objek hutan pinus Mangunan, Puncak Becici untuk lanjut ke Pantai Parangtritis. Petugas gabungan mengevakuasi korban kecelakaan bus pariwisata di Imogiri, Bantul, DI Yogyakarta, Ahad,  Februari . Dugaan sementara, pengemudi bus tidak menguasai medan dan tidak dapat mengendalikan bus sehingga menabrak tebing. ANTARA/Dewangga ""Dari hari ini sampai sepekan ke depan kami belum mendapat kabar adanya pembatalan rencana kunjungan pasca kecelakaan itu, semua masih terjadwal normal,"" kata Ipung. Ipung mengatakan untuk kunjungan hari ini memang relatif tak sebanyak saat akhir pekan. ""Karena sekarang bukan libur sekolah jadi memang relatif sepi, bukan karena kejadian itu. Wisatawan itu datangnya pas akhir pekan, baik dengan kendaraan pribadi atau bus,"" kata dia. Adapun kecelakaan maut yang terjadi di jalur wisata Hutan Mangunan, tepatnya kawasan Bukit Bego kemarin, hari ini mulai didalami penyebabnya oleh pihak kepolisian, khususnya Polres Bantul dan Polda DI Yogyakarta yang menerjunkan tim untuk olah kejadian perkara di lokasi. Kepolisian turut melibatkan tim Traffic Accident Analys dari Polri untuk mengumpulkan sebanyak mungkin data di lapangan. ""Update tentang penyebab kecelakaan di Bantul akan dipaparkan sore ini pukul .,"" ujar Juru Bicara Polda DIY Komisaris Besar Yuliyanto. Selalu update info terkini. Simak breaking news dan berita pilihan dari Tempo.co di kanal Telegram “Tempo.co Update”. Klik Tempo.co Update untuk bergabung. Anda perlu meng-install aplikasi Telegram lebih dulu. Kecelakaan maut di Bekasi yang menewaskan  orang diduga terkait dengan permasalahan teknis dari perusahaan pemilik truk Kecelakaan truk trailer di Bekasi bukan hanya persoalan tunggal, beberapa faktor mempengaruhi. Gubernur Jawa Barat Ridwan Kamil mengatakan pihak Jasa Raharja dilaporkan telah memberikan santunan kepada keluarga korban kecelakaan maut di Bekasi Polres Metro Bekasi Kota akan mengembangkan penyidikan kasus kecelakaan maut itu hingga ke perusahaan tempat sopir truk bekerja. Gubenur Jawa Barat Ridwan Kamil sudah bersurat kepada BPTJ usai kecelakaan maut yang juga melibatkan truk besar di Jalan Trasnyogi Cibubur. Kapolres Metro Bekasi Kota mengkonfirmasi di antara  korban meninggal dalam kecelakaan truk itu, ada empat siswa SD. Kepolisian saat ini telah menemukan dugaan tentang penyebab kecelakaan truk trailer di Jalan Sultan Agung, Bekasi Barat. Simak selengkapnya di sini! Ditlantas Polda Metro Jaya menyatakan total korban akibat kecelakaan truk di Bekasi saat ini mencapai  orang Hasil tes urine sopir truk trailer penyebab kecelakaan maut di Bekasi negatif narkoba. Human error atau gagal rem? Kecelakaan truk trailer di Bekasi menewaskan  orang, banyak diantaranya anak-anak SD."
112;0;Deretan Tempat Wisata Yogyakarta Nol Biaya, Mana Saja? KOMPAS.com – Daerah Istimewa Yogyakarta merupakan salah satu daerah yang terkenal dengan beragam ciri khas tradisionalnya. Jogja disebut-sebut sebagai kota yang mudah membuat orang jatuh rindu lantaran memiliki suasana yang nyaman sebagaimana slogannya “Jogja berhati nyaman”. Mengenai tempat dolan, tak terhitung lagi jumlah titik wisata yang dimiliki oleh Yogyakarta. Mulai dari wisata kuliner, wisata alam, hingga wisata budaya. Tugu Yogyakarta adalah salah satu tempat ikonik di Jogja yang bisa dikunjungi pengunjung. Untuk merapat ke tugu ini pengunjung tak memerlukan biaya alias gratis. Saat berada di sini, pengunjung bisa berfoto-foto dengan latar tugu dan suasana salah satu sudut kota Jogja. Namun usahakan tetap memperhatikan kondisi lalu lintas sekitar mengingat tugu ini berada tepat di tengah perempatan jalan. Di sekitar tugu ini tersedia trotoar bagi pejalan kaki yang bisa dimanfaatkan bagi para turis untuk menikmati suasana sekitar Yogyakarta. Saat sore menjelang, di sekitar tempat tersebut terdapat beberapa pilihan kuliner seperti kopi jos ataupun angkringan nasi kucing. Alun-alun kidul atau Alkid merupakan tempat wisata malam yang cukup populer di Yogyakarta. Meski demikian, saat siang atau sore hari pun alun-alun kidul juga ideal untuk dikunjungi. Salah satu aktivitas di Alkid yang terkenal yang bisa dinikmati pengunjung adalah game menjajal berjalan kaki melewati pohon beringin kembar dengan mata tertutup. Dikutip dari Kompas.com (//), konon yang bisa melewati pohon tersebut dengan lurus sembari menutup mata, impian dan tujuan hidupnya bisa tercapai. Berwisata ke Alkid juga tak memerlukan biaya, alias nol biaya. Meski demikian, tentunya lebih asyik kalau menyisihkan uang untuk sekedar membeli gorengan supaya bisa lebih bisa menikmati suasana Alkid di sore dan petang hari. Di sekitar alun-alun banyak penjaja kuliner kaki lima yang menyediakan jajanan khas Jogja. Wisata gratis selanjutnya adalah Jalan Malioboro. Saat ini setelah direvitalisasi, pedestrian Malioboro sudah bebas dari hiruk pikuk pedagang di sekitarnya. Sehingga saat berkunjung kemari, pengunjung bisa bebas dan lapang jika ingin berjalan-jalan. Adapun jika ingin membeli berbagai kerajinan atau souvenir khas Malioboro maka pengunjung bisa mengunjungi lokasi para pedagang Malioboro yang sudah direlokasi yang kini dibuatkan tempat tersendiri khusus para pedagang. Wisata nol rupiah di Yogyakarta selanjutnya adalah Bukit Bintang. Saat berada di kawasan Bukit Bintang, wisawatan bisa melihat suasana kota Yogyakarta dari ketinggian. Untuk menikmati Bukit Bintang dengan gratis, pengunjung bisa berdiri di sisi pinggir jalan raya sembari melihat ke arah perkotaan Yogyakarta Meski demikian, jika ingin melihat pemandangan Yogyakarta dari ketinggian secara lebih nyaman, maka pengunjung bisa mampir ke beberapa warung yang berjajar di sana. Menikmati lampu-lampu Jogja ditemani suguhan minuman dan makanan, tentunya akan lebih mengasyikkan. Dikutip dari Kompas.com (//), Bukit Bintang berlokasi di Jalan Wonosari-Pathuk, di mana lokasinya mudah dicapai karena berada di tepi jalan. Tempat ini ketika sore tiba, memiliki pemandangan senja yang luar biasa indah dengan semburat cahaya matahari yang menentramkan. Titik nol kilometer Yogyakarta merupakan lokasi nol rupiah selanjutnya. Kawasan ini merupakan terusan dari Jalan Malioboro, sehingga ketika mengunjungi Jalan Malioboro, pengunjung bisa meneruskan langkah sampai ke titik nol Yogyakarta. Saat berada di kawasan titik nol kilometer ini, pengunjung bisa berfoto-foto dengan beberapa latar bangunan yang eksotis. Salah satu bangunan favorit adalah Kantor Pos Besar Yogyakarta yang merupakan bangunan kuno yang sudah berdiri sejak zaman Belanda. Tulis komentarmu dengan tagar #JernihBerkomentar dan menangkan e-voucher untuk  pemenang! Dapatkan informasi dan insight pilihan redaksi Kompas.com Periksa kembali dan lengkapi data dirimu. Data dirimu akan digunakan untuk verifikasi akun ketika kamu membutuhkan bantuan atau ketika ditemukan aktivitas tidak biasa pada akunmu. Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.
112;1;"Laporan Wartawan Tribun Jogja, Hamim Thohari TRIBUNNEWS.COM, GUNUNGKIDUL - Banyak cara yang bisa anda lakukan untuk menikmati Yogyakarta. Berkunjung ke Bukit Bintang adalah salah satu cara terbaik menikmati Yogyakarta pada malam hari. Terletak di area perbukitan yang masuk dalam wilayah Pathuk, Kabupaten Gunungkidul, anda bisa menikmati pemandangan wilayah Yogyakarta beserta gemerlap lampunya. Dinamakan Bukit Bintang karena dari atas bukit ini pengunjung bisa melihat kelap-kelip lampu di wilayah Yogyakarta yang terlihat seperti bintang. Bukit Bintang di Pathuk, Gunungkidul, terlihat seperti kawasan Puncak di Jawa Barat atau pun Gombel di Semarang. Saat siang hari tidak banyak orang yang mengunjungi tempat ini. Saat senja mulai turun, kawasan yang berada di tepi jalan raya Jogja-Wonosari ini mulai ramai dikunjungi. Pemandangan sunset bisa dinikmati jika anda datang tidak terlalu malam. Seiring matahari yang kembali ke peraduan, lampu-lampu mulai menyala menambah suasana menjadi indah. Tidak hanya menikmati pemandangan kota Yogyakarta di malam hari, di sana pengunjung juga bisa menikmati beragam makanan dan minuman baik di tempat makan yang bangunannya permanen ataupun pedagang kaki lima yang menjajakan panganan di pinggir jalan. Jagung bakar, wedang jahe, kopi, adalah beberapa jenis panganan dan minuman yang bisa anda pesan untuk menemani menikmati indahnya Yogyakarta di malam hari. Bagi anda yang menginginkan makan malam yang romantis, di Bukit Bintang juga terdapat restoran yang bisa dijadikan lokasi dinner. Rudi, satu diantara penjual makanan di Bukit Bintang mengatakan, biasanya tempat tersebut mulai ramai sekitar pukul .. ""Jika tidak hujan jam . sore sini sudah ramai, banyak orang pengen lihat sunset,"" ujarnya. Bukit Bintang akan ramai pengunjung disaat hari-hari libur, seperti malam Sabtu, Minggu, dan hari libur lainnya. Lelaki asli Bantul tersebut biasanya mulai melayani pembeli mulai pukul .. Jika pada malam Minggu dia bisa berjualan jagung bakar, kopi, mie rebus hingga pukul . dini hari. Untuk jagung bakar, dia menjualnya dengan harga Rp. ribu, sedang untuk minuman mulai harga Rp. ribu. Beberapa fasilitas penunjang, seperti toilet, musala, tempat parkir, hingga penginapan ada di wilayah Bukit Bintang ini. Tempat wisata ini semakin ramai seiring semakin dikenalnya wisata alam yang ada di wilayah Gunungkidul sebab lokasi Bukit Bintang tepat berada di tepi jalan jalur menuju Pantai Baron, Kukup, Sundak, Krakal, Indrayanti, dan pantai-pantai Gunungkidul lainnya. Jadi jika anda berkunjung ke Yogyakarta, tidak ada salahnya mengunjungi Bukit Bintang untuk menyaksikan keindahan dan romantisme Yogyakarta di malam hari."
112;2;"BorobudurNews - BNews—JOGJAKARTA— Seorang warga internet alias warganet menceritakan pengalamannya saat jajan di kawasan Bukit Bintang, Patuk, Gunungkidul. Harga makanannya pun dinilai tak wajar hingga menuai pro dan kontra di media sosial. Pengalaman warganet ini diunggah di grup Facebook Info Cegatan Jogja (ICJ). Pada Minggu malam (/), warganet dengan nama akun Deni Kurniawan mengunggah cerita serta sebuah foto di grup tersebut. Dalam narasinya, ia meluapkan unek-unek yang dirasakannya saat menunggu buka puasa di Bukit Bintang. Tempat tersebut merupakan kawasan di atas bukit dengan pemandangan hamparan Kota Jogjakarta dan sekitarnya. ’Sekedar unek-unek.. Singkat cerita, ngabuburit untuk menunggu waktu buka puasa tiba, bingung cari tempat buat makan.. Setelah muter lama, akhirnya diputuskan makan di bukit bintang.. Jalan lah kita kesana… Nemu parkir di depan masjid.. Tepat parkir di halaman masjid di daerah area bukit bintang…” tulis dia seperti dikutip Borobudur News, Selasa (/) Setelah parkir, ia tertarik untuk membeli makanan di sebuah warung makan yang tak jauh dari parker motornya. Dirinya kemudian memesan sejumlah menu makanan yang ada di warung tersebut. ”Jalan gak jauh dari masjid itu ada warung makan.. Pesenlah kita diwarung itu..” sambungnya. Betapa kagetnya ia ketika saat membayar makanan yang dipesannya. Menurutnya, harganya luar biasa. Ia pun meminta warganet menyimpulkan sendiri tentang harga makanannya. ”Ternyata setelah pesanan tiba dan waktunya bayar wow…. #simpulkan sendiri aja yee,” imbuhnya.  
Duh…  Anak SD Di Cianjur Dinyatakan Positif Mengidap HIV  
INFO!!! Aturan Urus Surat Ijin Mengemudi (SIM) Harus Punya BPJS Segera Berlaku Ia kemudian mengunggah foto nota pembayaran makanan yang ia pesan. Tak disebutkan jumlah makanan itu untuk berapa orang. Rinciannya, satu mendoan seharga Rp ribu, satu ayam bakar seharga Rp ribu, dua mi rebus seharga Rp ribu, satu kentang seharga Rp ribu, dua es teh seharga Rp ribu, satu es kelapa muda seharga Rp ribu dan satu air mineral seharga Rp ribu. Jadi, total yang harus ia bayar Rp ribu. Ia menambahkan bahwa saat hendak keluar dari tempat itu, ia masih ditarik tarif parkir Rp ribu. ”Plus saat kendaraan keluar.. Bayar parkir Rp ribu..,” terangnya. Unggahan ini menarik perhatian warganet. Dalam waktu kurang dari  jam, unggahan itu telah dikomentari lebih dari  ribu kali, disukai lebih dari  ribu kali dan dibagikan ulang hingga  kali. (han) 
See author's posts Tai’k parkir Rpribu?! Bikin kabar yg bener min! Situs ini menggunakan Akismet untuk mengurangi spam. Pelajari bagaimana data komentar Anda diproses."
113;0;TEMPO.CO, Jakarta - Presiden Republik Indonesia, Joko Widodo (Jokowi) dan keluarga menghabiskan libur lebaran di D.I. Yogyakarta, tepatnya tinggal di Gedung Agung untuk beberapa hari. Tentunya, hal ini memberikan kebanggan tersendiri, khususnya bagi masyarakat Yogyakarta. Sebab, Presiden Jokowi tinggal di sebuah bangunan yang merupakan cagar budaya di Kota Gudeng itu. Melansir dari setneg.go.id, Gedung Agung merupakan sebutan untuk Istana Kepresidenan Yogyakarta. Gedung Agung atau yang juga dikenal sebaagi Gedung Negara berlokasi di ujung selatan Jalan Akhmad Yani, Kelurahan Ngupasan, Kecamatan Gondomanan, Kota Yogyakarta. Kompleks Gedung Agung berdiri di atas lahan seluas .-meter persegi. Dikutip dari kebudayaan.kemdikbud.go.id, pendirian Gedung Agung dilaksanakan pada  di bawah pemerintah Hindia Belanda dengan Residen Jonkheer Anthonie Hendrik Smissaert sebagai pemrakarsanya. Pada saat itu, gedung ini digunakan sebagai kantor residen karena letaknya strategis. Di samping itu, lokasi Gedung Agung bersebrangan dengan Museum Benteng Vrendeburg, bekas benteng Belanda. Gedung Agung senpat mengalami rusak berat karena gempa bumi di Kota Yogyalarta. Pada, Residen A.J.P. Hubert Desire Bosch melakukan rehabilitasi terhadap bangunan ini. Kemudian, Kantor Residen mengalami peningkatan status pada  Desember  setelah Yogyakarta ditetapkan menjadi setingkat provinsi. Seperti fungsi istana kepresidenan pada umumnya, Gedung Agung digunakan sebagai penerimaan tamu-tamu baik secara resmi untuk kepentingan kenegaraan atau secara tidak resmi, seperti melakukan kunjungan ke objek-objek wisata di Yogyakarta. Tak hanya itu, pada masa revolusi, Gedung Agung merupakan pusat pemerintahan Republik Indonesia. Gedung Agung bahkan menjadi saksi bisu perjuangan Bangsa Indonesia pada peristiwa  Januari . Saat itu, Pemerintahan Republik Indonesia dipindahkan dari Jakarta ke Yogyakarta karena faktor keamanan, Gedung Agung pun difungsikan sebagai Istana Kepresidenan, rumah kediaman Presiden Soekarno dan keluarganya. Di tempat ini pula, Jendral Soedirman dilantik sebagai Panglima Besar TNI. Dikuitp dari cagarbudaya.kemdikbud.go.id, di era Pemerintahan Jepang, Gedung Agung digunakan sebagai kediaman Koochi Zimmukyoku Tyookan. Kemudian, di era persiapan kemerdekaan, tepatnya pada  Oktober, Gedung Agung berfungsi sebagai kantor Komite Nasional Indonesia. Perannya yang begitu besar, membuat Gedung Agung ini dinobatkan sebagai bangunan cagar budaya. NAOMY A. NUGRAHENI Selalu update info terkini. Simak breaking news dan berita pilihan dari Tempo.co di kanal Telegram “Tempo.co Update”. Anda perlu meng-install aplikasi Telegram terlebih dahulu. Warga mengantre untuk mengisi bahan bakar minyak (BBM) sore ini setelah pemerintah mengumumkan harga BBM naik. Tempo menyambangi SPBU Siliwangi. Sri Mulyani menjelaskan penyebab kenaikan harga bahan BBM subsidi, khususnya yang dijual oleh Pertamina di tengah turunnya harga minyak dunia. Presiden Joko Widodo atau Jokowi mengaku berat hati menaikan harga pertalite, pertamax dan solar Menteri ESDM mengumumkan lebih rinci soal kenaikan harga BBM bersubdisi mulai pukul . WIB hari ini. Jokowi memerintahkan pemerintah daerah menggelontorkan subsidi khusus untuk angkutan umum, pelaku ojek online, hingga nelayan imbas kenaikan harga BBM Presiden Joko Widodo atau Jokowi resmi menaikkan harga pertalite, pertamax, hingga solar per hari ini, Sabtu,  September . Jokowi telah meninjau penyaluran BLT BBM di Bandarlampung, Lampung, Jayapura, Provinsi Papua, dan Kepulauan Tanimbar, Provinsi Maluku. Jokowi mengatakan telah menerima hitung-hitungan harga BBM subsidi, sehingga tinggal memutuskan soal rencana kenaikan harga tersebut. Presiden Jokowi mengakui bahwa penyaluran bantuan langsung tunai atau BLT BBM sebesar Rp ribu tidak sepenuhnya tepat sasaran. Bola diskusi  periode dinilai pengamat berada di tangan Jokowi. Harus segera diakhiri.
113;1;"liputan Liputan.com, Jakarta Ratusan orang dari berbagai elemen yang tergabung dalam Koalisi Rakyat Tidak Jelas Selamatkan KPK, menggelar aksi jalan kaki dari Gedung DPRD DIY hingga Gedung Agung Malioboro, Yogyakarta. Salah satu peserta aksi dari elemen Masyarakat Anti Kekerasan Yogyakarta (Makaryo) Benny Susanto mengatakan, saat ini serangan kepada KPK sangat jelas berasal dari para koruptor. Bahkan kondisinya sudah gawat darurat sehingga perlu dukungan masyarakat untuk menyelamtkan KPK. ""Teman-teman di Yogya punya harapan gerakan sosial yang lebih kuat. Kita bagian dari dukungan ke Jokowi tapi dengan syarat dia memenuhi konstitusi yaitu mendukung pemberantasan korupsi. Hari ini terlihat kondisi sudah darurat sekali di KPK,"" ujar dia di depan Gedung Agung, Yogyakarta, Minggu (//).Benny menjelaskan, upaya serangan kepada KPK semakin kencang akhir-akhir ini. Bahkan, kata Benny, upaya kriminalisasi terhadap pimpinan KPK sangat jelas dilakukan para koruptor dan mereka yang tidak setuju dengan pemberantasan korupsi. ""Baru satu yang tersangka di KPK, tapi kan yang  lagi sudah terlapor. Ini kondisi gawat darurat, padahal KPK terdepan dalam pemberantasan korupsi,"" ujar dia.Benny berharap banyak Presiden Joko Widodo atau Jokowi akan mengeluarkan Perpres tentang imunitas Komisioner KPK. Sebab, saat ini KPK sedang mengungkap kasus korupsi yang sangat besar. Jika pimpinan KPK dikriminalisasi maka KPK akan terhenti memberantas korupsi. ""Kita mendukung Jokowi jika dia keluarkan perpres tentang imunitas Komisioner KPK. Itu bukan berarti komisioner kebal hukum ya. Tapi proses itu bisa jika masa kerja dia di KPK selesai. Perpres ini menjaga kelangsungan KPK,"" pungkasnya. (Ado) * BACA BERITA TERKINI LAINNYA DI GOOGLE NEWS Advertisement Advertisement Advertisement"
113;2;fakta Istana Kepresidenan Gedung Agung Yogyakarta, pernah jadi pusat pemerintah, tempat lahirnya Megawati. TRIBUNNEWS.COM -  Jumat (//) kemarin, Presiden Jokowi mengunjungi kota Yogjakarta. Dalam kunjungannya, Presiden Jokowi sempat singgah ke Istana Kepresidenan Gedung Agung Yogyakarta. Lokasi Gedung Agung sebenarnya berada di deretan kawasan Malioboro. Namun dibandingkan tempat-tempat lain di sepanjang kawasan Malioboro, tempat ini tak banyak dikenal. Pernah Menjadi Pusat Pemerintahan Presiden Republik Indonesia Sejarah Revolusi Indonesia pernah terjadi di Gedung Agung sekitar tahun -. Pada tanggal  Januari  Presiden Soekarno, Mohammad Hatta beserta keluarganya dijemput diam-diam dari Jakarta dan dibawa ke Yogyakarta. Selanjutnya pada tanggal  Januari, Yogyakarta resmi menjadi Ibu Kota baru Republik Indonesia dan Gedung Agung menjadi Istana Kepresidenan. • Jokowi dan  Presiden RI Lainnya Ulang Tahun Bulan Ini, Simak  Keistimewaan Orang Lahir Bulan Juni Tempat Lahir Megawati Soekarnoputri Ibu Fatmawati yang merupakan istri dari Presiden Soekarno yang saat itu sedang hamil tua, melahirkan Megawati Soekarnoputri pada Januari  di Gedung Agung Yogyakarta. HALAMAN SELANJUTNYA ============>
114;0;"Saturday,  Safar  /  September  Saturday,  Safar  /  September  The Lost World Castle  REPUBLIKA.CO.ID, SLEMAN--Polemik The Lost World Castle masih berlanjut. Pasalnya saat ini warga ikut-ikutan membela keberadaan bangunan destinasi wisata tanpa izin tersebut. Padahal larangan pendirian bangunan permanen di kawasan rawan bencana (KRB) III sudah diatur dalam Undang-Undang. 
 ""Jangan sampai warga jadi benteng untuk membela investor yang melanggar aturan,"" ujar Bupati Sleman Sri Purnomo saat ditemui di Kodim Sleman, Selasa (/). Ia meminta agar masyarakat tidak sampai bertindak sebagai pihak yang berada di garda depan untuk membela pelanggaran tata ruang. 
 Meskipun saat ini ada masyarakat yang telah menanam saham untuk area wisata The Lost World di dusun Petung, Kepuharjo, Cangkringan. Maka itu, menurut Sri, masyarakat perlu disadarkan untuk memahami aturan mengenai KRB III. 
 ""Masyarakat harus kita sadarkan. Jadi kalau ada investor yang tidak taat aturan ya nanti yang akan kita tarik kan investornya,"" kata Sri. Apabila masyarakat Petung merasa diperlakukan tidak adil dan meminta seluruh objek wisata di KRB III ditutup jika The Lost World Castle ditutu, hal ini tidak dapat dibenarkan. 
 Sri mengemukakan, penutupan objek wisata di KRB III harus didalami terlebih dulu aktivitasnya. Karena pada dasarnya pemgembangan wisata di KRB III sendiri boleh dilakukan dengan catatan merupakan wisata minat khusus. Bukan destinasi wisata yang mendirikan bangunan permanen. 
 Saat ini Pemkab Sleman telah melayangkan Surat Peringatan (SP)  pada pemilik The Lost World Castle untuk menutup operasional dan pembangunan objek wisatanya. Jika sampai  hari peringatan tersebut tetap diabaikan, pemerintah akan menyeret kasus pelanggaran tersebut ke ranah hukum. 
 Sebelumnya Kepala Dinas Pekerjaan Umum Perumahan dan Kawasan Permukiman (DPUPKP) Sleman Sapto Winarno menyampaikan, pihaknya akan membawa kasus The Lost World Castle ke Pengadilan, jika SP  tidak diindahkan. Selama ini Pemkab sendiri telah menunggu itikad baik dari pemilik bangunan tersebut untuk mematuhi peraturan yang berlaku. 
 Sayangnya, surat peringatan yang dikirim Pemkab tidak diindahkan oleh pemilik Castel. Bahkan wahana tersebut masih terus beroperasi dan melakukan proses pembangunan. ""Jika sudah di pengadilan, tindakan kami selanjutnya ya akan mengikuti putusan pengadilan. Kalau mengharuskan ditutup saja, kami tutup. Atau keputusannya dibongkar, ya kami bongkar. Intinya, eksekusi tetap harus berdasarkan putusan pengadilan,"" kata Sapto. Dapatkan Update Berita Republika Kekuatan OEM Disebut Bisa Ikut Dorong Kemajuan Fintech di Indonesia Rimaunangis Digital LLC Roadshow ke Komunitas Kripto Dunia Perlunya Kesiapan Masyarakat Hidup Berdampingan dengan Teknologi Digital Dorong Pengembangan Blockchain, Binance Kerja Sama dengan Kota Busan Ini Pentingnya Meningkatkan Layanan Digital untuk Pelanggan Liga Italia Rossoneri berstatus tuan rumah partai bertajuk Derbi Della Madonnina itu. Korporasi Kenaikan harga BBM bersubsidi telah resmi diumumkan pemerintah hari ini (//) Keuangan Menkeu mennyebut perhitungan harga BBM berdasar ICP dan dampaknya ke besaran subsidi Liga Italia Inter akan berhadapan dengan AC Milan pada giornata kelima Liga Serie A. Ibu Warung Event yang dihadirkan sebelum dimulainya TI  adalah dalam rangka untuk menyambut turnamen tersebut.  PHOTO  PHOTO  PHOTO  PHOTO  PHOTO Copyright ©  republika.co.id, All right reserved"
114;1;"Suara.com - Pandemi virus corona sempat membuat sejumlah destinasi wisata di berbagai daerah tutup untuk sementara waktu. Namun belakangan, sejumlah destinasi wisata di Yogyakarta telah kembali dapat disambangi oleh para pengunjung, salah satunya yakni The Lost World Castle. Berlokasi di Kabupaten Sleman, The Lost World Castle menjadi salah satu spot Instagramable menarik yang cukup menyedot perhatian wisatawan. Kabar jika objek wisata The Lost World Castle ini sudah dapat dikunjungi kembali disampaikan oleh akun Instagram @wisatajogjahits, beberapa waktu yang lalu. ""Salah satu objek wisata yang sudah bisa dikunjungi saat ini. Stay safe ya gais, patuhi protokol keamanan COVID- di manapun dan dalam aktivitas apapun termasuk piknik,"" tulis akun Instagram @wisatajogjahits, dikutip Suara.com, Minggu (//). The Lost World Castle memiliki beberapa spot Instagramable bak di negeri dongeng. Ada pula sejumlah di The Lost World Castle yang membuat Anda bagaikan berlibur ke mancanegara. Tak hanya spot foto saja, The Lost World Castle ini juga dilengkapi dengan berbagai fasilitas yang siap memanjakan para wisatawan. Beberapa di antaranya ada sepeda unik, spot lukisan D, area Wild Wild West ala suku Indian, area makan, lahan parkir luas, mushola, toilet, hingga pojok suvenir. The Lost World Castle ini buka setiap harinya mulai dari pukul . pagi sampai dengan . sore. Tiket masuk The Lost World Castle ini sendiri dibanderol seharga Rp  ribu per orang. Nah, itu dia tadi sekilas informasi tentang The Lost World Castle. Jika berkunjung, jangan lupa untuk tetap memakai masker dan taati protokol kesehatan demi mencegah penyebaran virus corona ya! Ini Destinasi Menara Eiffel ala Indonesia Wanita ini langsung lunglai dan lemas ketika melihat kardus jam Hermesnya dimaka Maudy Ayunda terlihat anggun mengenakan dress warna putih. Ternyata segini harga baju one set yang dipakai Nagita Slavina ketika arisan bar Berikut tiga koleksi mobil mainan milik Baby L. Nasib nahas dialami seorang lelaki di Ohio, Amerika Serikat yang alami koma kare Berikut adalah  tips menjadi pria yang menarik. Beragam tren dan gebrakan baru seputar pernikahan juga dihadirkan dan telah menj Penelitian ungkap kebiasaan sehari-hari jadi sumber pertengkaran suami istri ter Berikut  tipe wanita yang tidak akan dilepas oleh para pria. Beragam tren dan gebrakan baru seputar pernikahan juga dihadirkan dan telah menj Penelitian ungkap kebiasaan sehari-hari jadi sumber pertengkaran suami istri ter Berikut  tipe wanita yang tidak akan dilepas oleh para pria. Pengumuman kenaikan harga bahan bakar minyak (BBM) disampaikan oleh Presiden Jok Mendengarkan lagu bisa jadi salah satu cara yang mudah untuk menguasai konsep-ko Ada dua orang penonton film tersebut yang rela menggunakan cosplay pocong saat m Ikuti Kami Dapatkan informasi terkini dan terbaru yang dikirimkan langsung ke Inbox anda ©  suara.com - All Rights Reserved."
