Place_Id;News_No;News
142;1;"PORTAL JOGJA – Bagi penggemar wisata alam, Ledok Sambi adalah alternatif yang sangat layak untuk dikunjungi. Terletak di Pedukuhan Sambi Desa Pakembinangun Kapanewon Pakem atau Jl. Kaliurang Km ., Ledok Sambi menawarkan kesegaran alam dan panorama yang menawan, dengan beberapa pilihan kegiatan  bagi pengunjung. Aliran Kali Kuning yang membelah pedukuhan selain menyegarkan, juga cukup aman untuk dijadikan tempat bermain air. Meski sungai kecil yang mengalir relatif dangkal, namun pengelola tetap menyediakan ban-ban yang dapat dipinjam pengunjung untuk digunakan. Tak hanya itu, pengelola juga menyediakan tikar untuk digunakan pengunjung duduk santai di hamparan Ledok Sambi. Bahkan beberapa tenda juga dipasang dan dapat digunakan oleh pengunjung yang tak ingin terpapar sinar matahari langsung. Bentang alam kawasan ini juga cocok dijadikan tempat berkemah. Baca Juga: Sego Abang dan Lodeh Lombok Ijo Khas Gunung Kidul, Inspirasi Masakan Tradisional Menyehatkan Baca Juga: Membuat Menu Angkringan Sendiri, Kenapa Tidak? Ini Resep Mudah Bikin Sego Kucing Selain itu, terdaoat dua buah kolam ikan juga disedikan bagi pengunjung yang ingin melakukan terapi ikan. Bagi yang tahan, terapi ikan ini terasa pada kaki seperti tengah digelitik. Bagi yang menyukai tantangan, tersedia juga flying fox dan permainan paintball. Jika datang berombongan, pengelola juga menawarkan beberapa paket kegiatan. Tak hanya outbond, namun juga menikmati suasana pedesaan yang mencoba berbagai kegiatan di bidang pertanian maupun peternakan. Untuk masuk ke lokasi wisata Ledok Sambi, pengunjung tidak dikenai tiket masuk. Cukup mengisi kotak seikhlasnya. Tapi harus diingat, pengunjung tidak diizinkan membawa makanan dan minuman sendiri dari rumah atau dari luar lokasi. Baca Juga: Angkringan Masih Identik dengan Jogja, Makan Murah Sambil Merajut Kenangan Baca Juga: Primbon Jawa Perhitungan Weton atau Neptu Hari, Pekan atau Pasaran, Bulan dan Tahun Namun tak perlu khawatir, karena Ledhok Sambi menyediakan makanan dan minuman yang bisa dipesan pengunjung. Pengunjung tinggal memesan dan pesanan akan diantar ke tempat duduk pengunjung yang berpencar-pencar. Harganya pun relatif terjangkau. Jika ingin membawa pulang oleh-oleh makanan khas ala Kaliurang yaitu jadah tempe, ada pula pedagang yang siap sedia menjajakan dagangannya di luar area ledok atau tepatnya di dekat pintu masuk. 
        Editor: Siti Baruni 
                            Jl. Babaran No.  YogyakartaTelepon: Email: portaljogjadotcom@gmail.com 
PT Kolaborasi Mediapreneur Nusantara
                                Jl. Asia Afrika No.  
                                Bandung - Jawa Barat,, Ph. -
                                Email: prmnnewsroom@pikiran-rakyat.com © Pikiran Rakyat Media Network"
142;2;"TEMPO.CO, Yogyakarta - Wisatawan tetap memadati berbagai destinasi wisata di kawasan lereng Gunung Merapi, Yogyakarta, meski cuaca tak menentu selama libur lebaran ini. Pantauan Tempo, kendaraan memadati Jalan Kaliurang, Sleman, Yogyakarta, yang mengarah ke berbagai destinasi wisata di lereng Gunung Merapi sejak H+ hingga H+  lebaran atau Rabu hingga Jumat,  -  Mei . Wisatawan menuju berbagai destinasi wisata berhawa sejuk, seperti Kaliurang, Kaliadem, Bukit Klangon, Lava Tour, hingga destinasi wisata yang tersembunyi seperti Ledok Sambi. Di destinasi wisata Ledok Sambi misalnya, wisatawan tumpah ruah demi menikmati pemandangan alam Desa Sambi dengan konsep piknik di tepi sungai. Beberapa kali pengelola Ledok Sambi mengingatkan wisatawan agar menjauhi sungai ketika hujan deras mengguyur kawasan itu. ""Tolong jauhi sungai karena air sewaktu-waktu bisa meluap akibat hujan,"" demikian imbauan pengelola Ledok Sambi melalui pengeras suara. Wisatawan asal Kampung Duri, Jakarta Barat, Christabelle,  tahun, mengatakan baru kali ini menjejakkan kaki di destinasi wisata Ledok Sambi. ""Saya tahu dari Instagram, lalu coba ke sini bareng keluarga,"" kata Christabelle yang datang bersama bibi, keponakan, dan neneknya. Kepala Dinas Pariwisata Kabupaten Sleman, Yogyakarta, Suparmono mencatat selama periode  -  Mei, tak kurang dari  ribu wisatawan berkunjung di sejumlah destinasi wisata di Kabupaten Sleman yang sebagian besar berada di kawasan lereng Gunung Merapi. ""Termasuk wisata kuliner yang tersebar di kawasan Sleman utara, tengah, dan timur, semua favorit wisatawan,"" kata dia. Badan Meteorologi, Klimatologi dan Geofisika atau BMKG mengumumkan hingga Jumat,  Mei, sebagian wilayah Yogyakarta masih berpotensi hujan lebat hingga sore. ""Potensi hujan sedang hingga lebat di Kabupaten Sleman, Kota Yogyakarta, dan Kabupaten Kulon Progo bagian utara,"" ujar Ikhsan, Kepala Stasiun Geofisika BMKG Yogyakarta. Mengenai tinggi gelombang di perairan Yogyakarta, BMKG memperkirakan saat ini berkisar antara, hingga  meter. BMKG telah mengeluarkan peringatan dini waspada potensi hujan lebat bisa disertai petir dan angin kencang di wilayah Kabupaten Sleman, Kota Yogyakarta, dan Kabupaten Kulon Progo bagian utara. Baca juga:Pilihan Oleh-oleh untuk Pemudik Arus Balik Lewat Jalur Pansela Selalu update info terkini. Simak breaking news dan berita pilihan dari Tempo.co di kanal Telegram “Tempo.co Update”. Klik Tempo.co Update untuk bergabung. Anda perlu meng-install aplikasi Telegram lebih dulu. Setelah bertemu Sultan HB X Pertamina Jateng mengungkap metode distribusi BBM dan gas, bukannya kapan kenaikan harga BBM bersubsidi. Rani membeberkan, untuk pengadaan lahan sebagian trase pembangunan jalan tol Yogya-Solo sendiri ditargetkan selesai tahun ini. Gelombang sangat tinggi lautan itu menurut BMKG karena pengaruh angin dari arah timur - tenggaranyang berkecepatan - knot. Teluk Youtefa di Papua memiliki keindahan yang siap memanjakan setiap wisatawan yang berkunjung. Destinasi wisata bahari apa saja di sana? Pulau Seurasaari Finlandia luasnya  hektare,  bebatuan, perbukitan, lahan basah, dan hutan yang banyak tumbuhan Honda CBX adalah pioner motor sport adventure touring di kelas cc. Motor tersebut memiliki berbagai aspek pendukung touring. Kelonggaran turis masuk ke Jepang ini berkat desakan kelompok bisnis yang mendesak pemerintah melakukan relaksasi untuk masuk ke negara itu. Teluk Youtefa terancam mengalami kehilangan habitat biota lautnya karena jumlah hutan bakau semakin sempit. Siapa yang peduli? Dubes Belanda Lambert Grijns memuji revitalisasi Kota Tua Jakarta. Wajah kota Tua semakin menarik sebagai destinasi wisata internasional. Salah satu destinasi wisata sejarah yang dapat Anda kunjungi di Pulau Jawa adalah keraton. Berikut  keraton untuk wisata sejarah."
143;0;TRIBUNNEWS.COM - Tempat wisata Seribu Batu Songgo Langit di Jalan Hutan Pinus Nganjir, Kecamatan Dlingo, Kabupaten Bantul, Yogyakarta terkenal berudara sejuk dan suasananya asri. Jika ingin menikmati suasana hutan pinus lebih lama, kamu bisa menginap di area glamour camping (glamping) yang ada di sana. “Kami ada lima tenda glamping. Untuk harga kami masih uji coba. Di area glamping juga ada restorannya,” kata Ketua Operator Seribu Batu Songgo Langit Aris Purwanto, kepada Kompas.com, Minggu (//). Glamping merupakan konsep dari beberapa resor yang menawarkan tidur di tenda seperti sedang berkemah. Baca selengkapnya>>> • Filosofi Tempe dalam Budaya Jawa, Jadi Simbol Kerja Sama dan Keharmonisan dalam Rumah Tangga • Cara Membuat Paspor di Jakarta, Lihat Daftar Lokasi Terdekat yang Bisa Dipilih
143;1;"[KLARIFIKASI]  Tempat Wisata di Yogyakarta dan Magelang Sudah Dibuka Berdasarkan verifikasi Kompas.com sejauh ini, ada yang perlu diluruskan terkait informasi ini. KOMPAS.com - Sebuah unggahan yang menyebutkan  tempat wisata di Yogyakarta dan Magelang sudah dibuka, beredar di media sosial. Rinciannya,  tempat wisata di Yogyakarta dan  wisata lainnya di Magelang. Dari penelusuran Tim Cek Fakta Kompas.com, informasi tersebut tidak sepenuhnya benar. Sebab, ada beberapa tempat wisata yang belum dibuka sampai saat ini karena masih dalam masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM). Informasi mengenai pembukaan tempat wisata tersebut diunggah oleh akun ini di Facebook pada  September . Berikut isi unggahannya: Ada yang udh buka selain di daftar?Yok mimin dibantu..Berikut update terkini Tempat Wisata di Yogyakarta & Magelang yang sudah dibuka perhari ini Rabu,  September . Khusus Seribu Batu - Songgo langit mulai beroperasi Jumat,  September  ya.Selain itu akhir pekan ini  Tempat Wisata di Yogyakarta berlakukan Ganjil Genap diantaranya: Kebun Binatang Gembira Loka, Tebing Breksi Prambanan & Hutan Pinus Mangunan.Repost @tourguidejogja @wisataistimewa#magelang #jogja Sementara  tempat wisata yang disebut dalam unggahan berisi video itu adalah sebagai berikut: Yogyakarta: Candi PrambananCandi Ratu BokoTebing BreksiGembiraloka ZooHutan Pinus AsriHutan Pinus PenggerSeribu Batu - Songgo LangitMerapi ParkSunset The ManglungDe MangolJeep Lava Tour MerapiStonehengeeThe Lost World CastleBhumi MerapiVW Safari Omah CantrikMini ZooSuwatu By Mil & BayKebun Teh TritisKopi Ingkar JanjiKopi AmpironoGeblek Menoreh & Geblek PariPawon PurbaMassangin (Alkid)MalioboroPusat Oleh-oleh Khas JogjaJogja T-Shirt MagelangCandi BorobudurVW Safari BorobudurSvargaBumiRafting Sungali EloEnam Langit By PlataranBukit RhemaTumpeng MenorehBalkondes Lantas, benarkah info tersebut? Kepala Dinas Pariwisata (Dispar) DIY Singgih Raharjo mengatakan, seluruh tempat wisata di Yogyakarta masih ditutup sementara. ""Seluruh tempat wisata yang dikelola baik oleh masyarakat, pemerintah, maupun swasta, di dalam PPKM Level, ini ditutup sementara,"" kata Singgih saat dikonfirmasi Kompas.com, Sabtu (//). Namun, ada  tempat yang dikecualikan untuk dilakukan uji coba secara terbatas. Ketujuh tempat tersebut adalah Tebing Breksi, Seribu Batu Songgo Langit Mangunan, Pinus Pengger Mangunan, Pinus Sari Mangunan, Gembira Loka Zoo, dan Merapi Park. Untuk tempat wisata yang sifatnya restoran atau warung makan, Singgih menyebut beberapa di antaranya sudah mulai dibuka dengan pembatasan jumlah pengunjung dan penerapan protokol kesehatan ketat. Artinya, beberapa tempat yang disebut di atas sampai saat ini masih ditutup sementara, karena tidak termasuk kategori restoran dan  tempat wisata yang diujicoba. Sementara Candi Borobudur yang terletak di Magelang, Jawa Tengah, juga sudah dibuka karena termasuk dalam  destinasi wisata nasional yang diizinkan buka oleh Kementerian Pariwisata dan Ekonomi Kreatif. Berdasarkan konfirmasi Tim Cek Fakta Kompas.com, informasi yang menyebut  tempat wisata di DIY dan Magelang tidak sepenuhnya benar. Tujuh tempat wisata memang sudah diujicobakan untuk dibuka, tetapi wisata lain sampai saat ini masih ditutup sementara. Tulis komentarmu dengan tagar #JernihBerkomentar dan menangkan e-voucher untuk  pemenang! Dapatkan informasi dan insight pilihan redaksi Kompas.com Periksa kembali dan lengkapi data dirimu. Data dirimu akan digunakan untuk verifikasi akun ketika kamu membutuhkan bantuan atau ketika ditemukan aktivitas tidak biasa pada akunmu. Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar."
143;2;"BERNAS.id - Berita Nasional Terpercaya We're sorry, but we can't find the page you were looking for. It's probably some thing we've done wrong but now we know about it and we'll try to fix it. In the meantime, try one of these options: Kawasan Kampus Universitas Mahakarya Asia,
Jl. Magelang KM , Sleman, Daerah Istimewa Yogyakarta,  Email: [email protected]
[email protected] Marketing & Adv.: Ratu +--- Advertisement -"
144;0;"Intip Keseruan Lee Seung Gi Susuri Goa Jomblang hingga Makan Cenil Mbah Satinem JAKARTA, KOMPAS.com - Aktor asal Korea Selatan, Lee Seung Gi, dan aktor asal Taiwan, Jasper Liu, melakukan perjalanan menjelajahi negara-negara di Asia untuk bertemu penggemar mereka.  Petualangan mereka tersekam dalam serial variety show Netflix terbaru Twogether yang akan tayang pada  Juni.  Dalam perjalanannya, Lee Seung Gi dan Jasper Liu mampir ke Indonesia. Baca juga: Saat Lee Seung Gi dan Jasper Liu Jelajahi Yogyakarta-Bali dalam Twogether  Tepatnya kota Yogyakarta menjadi tempat pemberhentian pertama.  Walaupun memiliki kebangsaan dan bahasa yang berbeda, Seung Gi dan Jasper tidak membutuhkan waktu lama untuk segera akrab satu sama lain.  Mereka bahkan rela meluangkan waktu mempelajari bahasa rekan satu sama lain sebelum perjalanan dimulai, sehingga menambah kelucuan tersendiri ketika mereka berusaha menyampaikan sesuatu. Baca juga: Sinopsis Twogether, Variety Show Baru Lee Seung Gi  Dengan sejumlah uang yang sudah ditetapkan, berbagai misi yang harus diselesaikan, serta waktu yang terbatas, Seung Gi dan Jasper memulai misi pertama dengan melihat keindahan ‘cahaya surga’ di Gua Jomblang. Mereka juga mencoba cenil Mbah Satinem.  Seung Gi dan Jasper juga mengunjungi Bali, di mana mereka mencoba menangkap ikan di laut biru dan yoga untuk menenangkan pikiran dan tubuh. Baca juga: Profil Yoona, Visual SNSD dan Mantan Kekasih Lee Seung Gi  Seung Gi merasa kerja samanya dengan Jadper yang perdana dalam acara ini sangat menyenangkan.  “Jasper adalah aktor yang keren dan baik. Awalnya saya sempat khawatir dengan cara berkomunikasi, tetapi pada akhirnya saya sangat menikmati proses pembuatan serial ini karena ternyata kami bisa bekerja dalam hubungan yang lebih baik dari yang saya bayangkan,"" ujar Lee Seung Gi dikutip dari siaran pers Netflix, Kamis (//).  Sementara itu, Jasper memuji Seung Gi yang memang terkenal sudah sering mengikuti program variety show. Baca juga: Tampil Jadi Pembaca Berita, Lee Seung Gi Kejutkan Penggemar ""Lee Seung Gi adalah seorang entertainer yang luar biasa di berbagai bidang. Kami bisa cepat berteman karena kami berdua memiliki kepribadian yang santai dan fleksibel,"" tutur Jasper Liu. Tulis komentarmu dengan tagar #JernihBerkomentar dan menangkan e-voucher untuk  pemenang! Dapatkan informasi dan insight pilihan redaksi Kompas.com Periksa kembali dan lengkapi data dirimu. Data dirimu akan digunakan untuk verifikasi akun ketika kamu membutuhkan bantuan atau ketika ditemukan aktivitas tidak biasa pada akunmu. Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar."
144;1;"Ada banyak tayangan bertema wisata yang bisa disaksikan di Netflix, salah satunya ialah Twogether, yang merupakan serial dokumenter perjalanan liburan dua selebriti yang tengah diidolakan saat ini, Lee Seung-gi dan Jasper Liu. Baru dirilis pada  Juni  dalam satu musim dengan delapan episode, serial dokumenter Twogether berkisah mengenai pengalaman melancong dua bintang pujaan ini. Lee Seung-gi merupakan aktor dan penyanyi asal Korea selatan yang dikenal melalui penampilannya dalam serial Brilliant Legacy () dan Vagabond (). 
ADVERTISEMENT 
SCROLL TO RESUME CONTENT Sementara Jasper Liu ialah merupakan aktor dan penyanyi asal Taiwan yang dikenal lewat penampilannya dalam serial Pleasantly Surprised () dan Before We Get Married (). Perbedaan budaya dan bahasa antara mereka tentu saja menjadi unsur komedi dalam serial komedi ini, ditambah lagi dengan interaksi mereka dengan warga lokal di destinasi yang dikunjungi. Perjalanan Lee Seung-gi dan Jasper Liu dalam Twogether dimulai dari Yogyakarta. Namun sebelum memulai perjalanan, mereka diberi peraturan yang ketat: mengikuti rute perjalanan yang disusun seorang penggemar misterius sekaligus menghemat dana wisata. Di Yogyakarta, Lee Seung-gi dan Jasper Liu berkesempatan mengunjungi Malioboro, Griya Langen Guesthouse, Gua Jomblang, Gua Kalisuci, Candi Prambanan, hingga Alun-Alun Kidul. Di tengah masa pandemi virus corona seperti sekarang, menyaksikan tingkah laku kocak mereka selama di sana tentu saja menjadi pelipur lara bagi yang sedang rindu dengan suasana berwisata di Yogyakarta. Lee Seung-gi dan Jasper Liu terlihat amat terkesan dengan keindahan objek wisata di Yogyakarta, salah satunya saat mereka harus menyusuri Gua Jomblang. Gua Jomblang terletak di Kabupaten Gunungkidul dan terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan itu membentuk sinkhole atau sumur berdiameter  meter. Dalam beberapa dialognya, mereka merasa tak percaya ada destinasi wisata alam dan sejarah dengan pemandangan yang mengagumkan seperti di sana. ""Wow, pemandangan di sini seperti di surga!"" kata Lee Seung-gi saat berada di dalam Gua Jomblang. Setelah dari Yogyakarta, mereka menuju Bali dan mengunjungi Pantai Nusa Dua, Tanjung Benoa, Garuda Wisnu Kencana, dan Canggu. Jasper Liu, yang kariernya juga meliputi panggung seni tari dan musik, mengaku amat terkesan dengan Tari Kecak yang dibawakan oleh para warga di Garuda Wisnu Kencana. Ia tak berhenti berdecak kagum saat para penari melakukan aksinya di hadapannya. Tak sekadar jalan-jalan, dalam setiap destinasi yang dituju mereka juga diberi misi untuk bisa menemukan sang penggemar rahasianya. Siapa sangka kalau ada dua orang di Yogyakarta dan Bali yang rumahnya bisa disambangi oleh Lee Seung-gi dan Jasper Liu? Usai dari Indonesia, Lee Seung-gi dan Jasper Liu melanjutkan perjalanan Twogether ke Thailand, Nepal, dan Korea Selatan. [Gambas:Youtube] 
ADVERTISEMENT"
144;2;"TRIBUNNEWS.COM, JAKARTA - Wisata Goa Jomblang ditutup sementara sejak Selasa (//) karena air yang tinggi memenuhi goa tersebut. Goa Jomblang di Kabupaten Gunungkidul sebagai salah satu destinasi wisata andalan Yogyakarta, mengalami banjir. ""Fenomena seperti ini adalah hal yang biasa, setiap lima tahunan. Jadi untuk sementara aktivitas semua goa di Gunungkidul ditutup untuk beberapa hari, menunggu ketinggian air menurun,"" kata Ketua Asosiasi Wisata Goa Indonesia, Cahyo Alkantana kepada KompasTravel, Selasa (//). Cahyo yang juga pengelola wisata Goa Jomblang Gunungkidul memberi analogi kawasan batu gamping di Gunungkidul layaknya sebuah spons berpori yang menyerap air. Baca: Kisah Hidup Bondan Winarno, Jadi Wartawan, Berbisnis, Presenter Kuliner dan Caleg Gerindra ""Kawasan batu gamping itu larinya semua air itu ke goa, ada sekitar  goa sehingga menimbulkan efek bottleneck. Goanya penuh semua. Nanti akan surut sendiri airnya ke laut, selama curah hujan menurun,"" jelas Cahyo. Ia mengatakan pada Selasa (//) ketinggian air terus naik karena intensitas hujan selama dua hari yang cukup tinggi. Bahkan ada rumah penduduk di daerah Gunungkidul yang tampak tergenang air sampai setinggi atap. Menurut Cahyo, rumah penduduk tersebut berada di posisi permukaan tanah yang rendah. ""Saya kira besok sudah mulai surut. Begitu intensitas air hujan menurun itu otomatis (surut). Diperkirakan tiga hari lagi, Jumat (//) sudah normal kembali,"" sebut Cahyo. Baca: Presiden Jokowi Semringah Dapat Album Metallica dari PM Denmark Goa Jomblang merupakan salah satu destinasi wisata alam andalan di Kabupaten Gunungkidul. Baru-baru ini Goa Jomblang mendapat penghargaan Anugerah Pesona Indonesia . Goa Jomblang Meraih peringkat pertama dalam kategori wisata unik terpopuler se-Nusantara merupakan satu di antara  gua yang ada di kawasan pengunungan karst. Wisatawan umumnya menuruni gua dengan Single Rope Technique (SRT), turun secara vertikal dengan bantuan tali ke dasar goa. Kemudian berpose di pancaran sinar matahari yang masuk dari atas gua. (SILVITA AGMASARI) Artikel ini telah tayang di Kompas.com dengan judul: Yogya Terus Diguyur Hujan, Tunda Wisata Anda ke Goa Jomblang"
145;0;"Sejumlah rumah di Desa Wisata Rumah Domes atau Rumah Teletubbies, Dusun Sengir, Sumberharjo, Prambanan, Sleman, terendam banjir setinggi setengah meter. Kepala Bidang Kedaruratan dan Logistik BPBD Kabupaten Sleman Bambang Kuntoro, air setinggi - centimeter ini adalah luapan dari Sungai Gawe buntut hujan deras yang mengguyur sebagian wilayah Kabupaten Sleman, Rabu (/) sore. Kata Bambang, antara Sungai Gawe dan permukiman warga sendiri hanya berjarak lebih kurang  meter saja. 
ADVERTISEMENT 
SCROLL TO RESUME CONTENT ""Ya curah hujan tinggi di atas gunung biasa to. Cuaca ekstrem. (Air meninggi) sekitar jam  sore,"" kata Bambang saat dihubungi, Rabu (/). Menurut Bambang, air belum surut hingga petang ini. Akibatnya, sejumlah warga terpaksa mengungsi. ""Ya mengungsi wong rumahnya kelep (terendam) kok. Air masuk dome,"" katanya. Hanya saja, untuk saat ini pihaknya belum sempat mendata berapa jumlah warga yang harus diungsikan karena masih dalam proses mitigasi. ""Belum (didata), baru dikondisikan berapa yang kena karena dome kan tempatnya (dataran) enggak semua rata to. Ada yang miring, ada yang deket sungai ada yang agak jauh,"" urainya. Sekarang ini pihaknya bersama para relawan fokus mengkondisikan masyarakat terdampak ke lokasi pengungsian. Kemudian, menyiapkan logistik meliputi makanan, selimut, dan sandang bagi para pengungsi. ""Termasuk untuk keperluan sekolah anak-anak. Sudah kita siapkan di posko utama tinggal nanti mendata jumlah berapa KK yang kelep akan kita dorong ke sana segera,"" pungkasnya. 
ADVERTISEMENT"
145;1;"ADVERTISEMENT 
SCROLL TO RESUME CONTENT 
ADVERTISEMENT"
145;2;"Suara.com - Serial televisi Teletubbies yang diramaikan dengan karakter Tinky Winky, Dipsy, Lala dan Po tinggal di hunian berbentuk setengah lingkaran di tengah hamparan perbukitan yang luas. Selain karakter tersebut, hunian ala Teletubbies itu melekat dalam ingatan.Replika rumah Teletubbies itu kini bisa Anda temukan di Yogyakarta, tepatnya di dusun Nglepen, desa Sumberharjo, kecamatan Prambanan, kabupaten Sleman. Saking uniknya, replika rumah Teletubbies ini diunggulkan sebagai Desa Wisata Rumah Domes untuk menjadi salah satu destinasi wisata di Yogyakarta.Desa Wisata Rumah Domes terdiri dari  rumah hunian warga, enam fasilitas MCK, satu masjid, satu aula, dan satu bangunan untuk klinik kesehatan. Setiap rumah berukuran diameter  meter, dan tinggi . meter. Rumah ini dibangun dengan bentuk setengah lingkaran dengan tujuan agar tahan terhadap gempa bumi. Sekadar diketahui, daerah ini merupakan salah satu wilayah terdampak saat gempa terjadi di Yogyakarta.Fasilitas yang bisa didapat oleh wisatawan di Desa Rumah Domes ini antara lain penginapan, fasilitas bermain bagi anak-anak. Bagi wisatawan yang tidak menginap pun diperbolehkan melakukan swafoto di area-area yang sangat Instagramable ini.Jika sebelumnya warna rumah Teletubbies didominasi warna putih, maka Anda akan melihat kampung ini berwarna-warni sebagai kontribusi dari produsen cat Avian Brands dalam pengembangan destinasi wisata mandiri di desa Nglepen. ""Hadirnya suasana yang berwarna-warni di Desa Wisata Rumah Domes akan membuat wisatawan nyaman dengan keindahan yang ada. Selain itu, banyaknya kunjungan wisatawan yang datang diharapkan dapat memberikan dampak positif pada keberhasilan pariwisata di Yogyakarta,"" ujar Marketing Manager Avian Brands, Adhi Pranarko dalam keterangan resmi yang diterima Suara.com.Jika Anda tertarik melihat langsung keindahan rumah teletubbies yang berwarna-warni ini, lokasi Desa Wisata Rumah Domes tidak jauh dari kompleks Istana Ratu Boko. Anda cukup menyusuri jalan raya Prambanan-Piyungan. Tasya Farasya tampil manis saat bertemu Kak Jill. Uniknya, kali ini dia tampil d Penampilan Lesti Kejora dengan gaya kasual kembali menggegerkan warganet. Sarwendah kembali membagikan momen huru-hara saat menguncir rambut putri bungsun Tidak pernah ganti baju bahkan setelah kerja selama  tahun, pria ini mendadak Bukan Balenciaga namanya jika tak merilis koleksi unik sekaligus nyentrik. Seorang lelaki asal Bandung, Jawa Barat menjadi sorotan warganet setelah mengung Seorang perempuan mengaku bisa mencapai orgasme meski tanpa perlu disentuh. Salah satu cara yang bisa dilakukan sebenarnya dengan berhubungan seks di atas d Wanita ini merasa gelisah, ketika anak perempuannya ingin mengakhiri hidupnya ka Seorang perempuan mengaku bisa mencapai orgasme meski tanpa perlu disentuh. Salah satu cara yang bisa dilakukan sebenarnya dengan berhubungan seks di atas d Wanita ini merasa gelisah, ketika anak perempuannya ingin mengakhiri hidupnya ka Ada apa saja berita terpopuler di kanal lifetstyle pagi ini? Berdasarkan ramalan zodiak hari ini, seperti apa peruntunganmu? Mari simak selen Tes kepribadian ini bisa mengungkap masa depan kita yang akan kita hadapi lewat Ikuti Kami Dapatkan informasi terkini dan terbaru yang dikirimkan langsung ke Inbox anda ©  suara.com - All Rights Reserved."
146;0;"Laporan Reporter Tribun Jogja, Yoseph Hary W TRIBUNNEWS.COM, KULONPROGO - Masa libur Lebaran telah usai. Namun kunjungan wisatawan di Waduk Sermo Kulonprogo masih cukup menggeliat. Pada akhir pekan, wisatawan dalam dan luar daerah berdatangan silih berganti. Mereka datang untuk menikmati pemandangan alam perbukitan Menoreh dari kawasan wisata di Desa Hargowilis Kokap tersebut. Beberapa di antara mereka menikmati kesejukan udara dan pemandangan alam sekitar dengan duduk-duduk di pinggir waduk. Sejumlah lainnya tampak berfoto bersama atau selfie dengan background lanskap perbukitan Menoreh. Yang tidak kalah menarik, cukup banyak pula wisatawan yang menjajal perahu wisata Waduk Sermo untuk berkeliling dan melihat waduk serta pemandangan sekitarnya lebih dekat. Cukup membayar tiket Rp  ribu per orang, para pengunjung dapat merasakan sensasi berperahu di atas air waduk. Pengunjung dari Jakarta, Fatma, sekeluarga begitu sampai kawasan waduk langsung menuju dermaga perahu wisata. Mereka berpasang-pasangan turun ke dermaga untuk berfoto-foto. Selesai dengan gadgetnya yang terjepit pada tongkat tongsis, rombongan sanak saudara itu lantas memutuskan berperahu mengelilingi waduk. Keliling dengan perahu wisata selama lebih kurang  menit atau  menit mereka rasa sudah cukup mengobati rasa penat sepekan sibuk dengan pekerjaan dan studi. ""Yang paling menarik air di waduk ini cukup bersih ditambah udara segar dan pemandangan alam perbukitan yang rindang,"" katanya. Menikmati dengan perahu wisata, menurutnya, merupakan hal baru. Rombongan satu kerabat itu sengaja berkunjung ke Waduk Sermo setelah dari Jakarta tiba di rumah saudara di Kota Yogyakarta. ""Cukup menarik bisa berperahu di waduk ini. Melihat pemandangan alam pedesaan biasa ada di objek wisata lain, tetapi berperahu di sini menambah sensasi berwisata lebih menantang,"" imbuh Michael, dalam rombongan itu. Berperahu wisata di Waduk Sermo memang cukup menantang. Terbukti tidak semua pengunjung merasa yakin akan terjun ke perahu dan berkeliling. Bagi yang tidak biasa berperahu, perjalanan  menit itu akan memabukkan dan serasa ingin muntah. Meski demikian, menghabiskan waktu berkeliling dengan perahu sambil bercerita dan bertanya seputar Waduk Sermo kepada nahkodanya mungkin saja akan menjadi satu solusi. Informasi dalam bentuk selebaran mengenai waduk dan perahu wisata nampaknya tidak banyak ditemukan di kawasan itu. Namun sepanjang terbuka untuk berani bertanya, nahkoda perahu wisata memiliki informasi cukup banyak. Nahkoda perahu wisata, Sutrisno, mengaku kunjungan pada akhir pekan pascalebaran memang masih cukup banyak. Mereka biasanya berperahu wisata karena penasaran melihat lebih dekat kondisi waduk dan pemandangan sekitarnya. ""Ada beberapa perahu dengan masing-masing nahkoda. Setiap hari minimal dua kali tarikan per perahu, selama  menit dengan panjang kira-kira dua kilometer lebih,"" kata Sutrisno. Selama berkeliling di atas perahu, wisatawan biasa banyak bertanya tentang waduk dan asal usulnya. Namun tidak jarang ada pula yang ternyata bertanya di luar dugaan, yaitu mengenai ada tidaknya legenda terjadinya waduk itu. ""Kalau itu saya kira tidak ada,"" katanya, menjawab pertanyaan pengunjung di atas perahu saat perjalanan baru setengah putaran."
